picked_flag,comms_count,cust_count,paid_count,paid_amount,total_time_spent,churn_per_paid_cust,paid_dist,paid_rate
0,145821.0,14511,173.0,681043.1,0.0,842.9,0.31684981684981683,1.192199021432017
1,120735.0,7734,373.0,1417116.83,2219877.0,323.7,0.6831501831501832,4.82286009826739
